local_path,id,user_nid,date_taken,model,lon,lat,autotags,ISO,shutter,aperture,focal,count,modelyear,type,stype,size,emp,make,date,year,month,isoweekday,hour,secpast,photo_url,views,faves,modeli,counti
/Users/damoncrockett/Desktop/astrophotography_data/images/4798192132_7c60e9ddcd.jpg,4798192132,9979322@N06,2010-07-14 21:39:22.0,Canon+EOS+REBEL+T1i,-80.96632,37.899916,"dusk:0.8670,full moon:0.7480,lunar:0.7480,moon:0.7480,nature:0.7480,outdoor:0.9680,sky:0.9150,sun:0.6840,sunrise:0.5270",400,4,8,53.0,165.0,2009.0,dslr,cmos,332.27,15.0,CANON,2010-07-14 21:39:22,2010,7,3,21,495495562.0,http://www.flickr.com/photos/9979322@N06/4798192132/,68,0,Canon+EOS+500D,188.0
/Users/damoncrockett/Desktop/astrophotography_data/images/8322292662_520213b2cb.jpg,8322292662,99771506@N00,2012-11-07 06:43:52.0,OLYMPUS+IMAGING+CORP.+E-5,170.463877,-43.987357,"abstract:0.9300,black background:0.5100,black:0.5100,bright:0.6970,outdoor:0.7400,path:0.5430,quirky:0.7200,rain:0.8510,serene:0.5530,surreal:0.5490,texture:0.9390,urban decay:0.5060,water:0.5520",800,29977%2F100,4,17.0,1.0,2010.0,dslr,cmos,224.9,12.0,OLYMPUS,2012-11-07 06:43:52,2012,11,3,6,568622632.0,http://www.flickr.com/photos/99771506@N00/8322292662/,"13,852",28,OLYMPUS+IMAGING+CORP.+E-5,1.0
/Users/damoncrockett/Desktop/astrophotography_data/images/11256788243_28174e6309.jpg,11256788243,99574551@N04,2013-06-27 21:47:50.0,Canon+EOS+600D,15.324722,-24.735,"abstract:0.9440,autumn:0.7770,black background:0.6920,black:0.6920,bright:0.6010,fireworks:0.5120,foliage:0.7770,fractal:0.5710,gold:0.5750,lunar:0.5850,moon:0.5850,nature:0.7770,neon light:0.5030,night:0.6990,outdoor:0.7100,pattern:0.6570,plant:0.7770,quirky:0.6270,rain:0.7680,serene:0.7160,sun:0.6980,sunlight:0.6280,sunset:0.5930,surreal:0.5410,texture:0.9780",1600,30,5,50.0,18.0,2011.0,dslr,cmos,332.27,18.0,CANON,2013-06-27 21:47:50,2013,6,4,21,588721670.0,http://www.flickr.com/photos/99574551@N04/11256788243/,"73,133",314,Canon+EOS+600D,26.0
/Users/damoncrockett/Desktop/astrophotography_data/images/3246200925_471c2d7c6d.jpg,3246200925,99479626@N00,2009-01-31 20:45:13.0,NIKON+CORPORATION+NIKON+D80,-101.577873,19.629653,"aurora:0.6310,cloud:0.8110,dusk:0.7590,full moon:0.5740,lunar:0.5740,moon:0.5740,nature:0.6310,outdoor:0.9290,storm:0.7060,sun:0.5380",1250,811,8,18.0,22.0,2006.0,dslr,ccd,372.88,10.0,NIKON,2009-01-31 20:45:13,2009,1,6,20,449786713.0,http://www.flickr.com/photos/99479626@N00/3246200925/,"5,186",4,NIKON+CORPORATION+NIKON+D80,22.0
/Users/damoncrockett/Desktop/astrophotography_data/images/3247053188_f9c6c12dfe.jpg,3247053188,99479626@N00,2009-01-31 22:09:56.0,NIKON+CORPORATION+NIKON+D80,-101.577873,19.629653,"aurora:0.7000,black background:0.5270,black:0.5270,dusk:0.6610,full moon:0.5930,lunar:0.7080,moon:0.7080,nature:0.7080,night:0.6390,outdoor:0.9020,satellite:0.6010,storm:0.5130",1250,911,8,30.0,22.0,2006.0,dslr,ccd,372.88,10.0,NIKON,2009-01-31 22:09:56,2009,1,6,22,449791796.0,http://www.flickr.com/photos/99479626@N00/3247053188/,"22,482",37,NIKON+CORPORATION+NIKON+D80,22.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4966513670_954c0bd640.jpg,4966513670,99442295@N00,2010-09-04 22:00:00.0,,-100.764428,38.796314,"black background:0.5540,black:0.5540,blur:0.5420,ethereal:0.6620,fog:0.6340,mist:0.6860,quirky:0.6990,storm:0.6680,surreal:0.6970",,,,,,,,,,,,2010-09-04 22:00:00,2010,9,6,22,499989600.0,http://www.flickr.com/photos/99442295@N00/4966513670/,missing,missing,,
/Users/damoncrockett/Desktop/astrophotography_data/images/8311278190_4827ef5cb0.jpg,8311278190,9932433@N04,2012-11-17 23:51:42.0,NIKON+CORPORATION+NIKON+D5000,-4.935135,51.599147,"coast:0.5400,dusk:0.5330,fog:0.5390,landscape:0.6310,minimalism:0.5640,mist:0.5960,nature:0.6610,ocean:0.6610,outdoor:0.9150,rain:0.7080,sand:0.6080,sea:0.6510,seaside:0.6310,serene:0.6140,shore:0.6310,sky:0.9080,sun:0.6150,sunlight:0.5820,sunrise:0.5010,sunset:0.6280,water:0.6610",320,11341%2F10,3.5,18.0,39.0,2009.0,dslr,cmos,372.88,12.0,NIKON,2012-11-17 23:51:42,2012,11,6,23,569548302.0,http://www.flickr.com/photos/9932433@N04/8311278190/,105,1,NIKON+CORPORATION+NIKON+D5000,39.0
/Users/damoncrockett/Desktop/astrophotography_data/images/5087035003_a7f42ea366.jpg,5087035003,9932433@N04,2010-08-13 22:11:24.0,NIKON+CORPORATION+NIKON+D5000,-4.998588,51.672872,texture:0.5700,3200,30,3.5,18.0,39.0,2009.0,dslr,cmos,372.88,12.0,NIKON,2010-08-13 22:11:24,2010,8,5,22,498089484.0,http://www.flickr.com/photos/9932433@N04/5087035003/,"1,300",0,NIKON+CORPORATION+NIKON+D5000,39.0
/Users/damoncrockett/Desktop/astrophotography_data/images/8310231019_5ee062e2cf.jpg,8310231019,9932433@N04,2012-11-17 23:39:15.0,NIKON+CORPORATION+NIKON+D5000,-4.934964,51.598667,"aurora:0.5040,black background:0.5220,black:0.5220,cave:0.5010,creek:0.5950,crevice:0.6080,landscape:0.5950,nature:0.7380,night:0.5220,outdoor:0.9310,passageway:0.6580,river:0.5800,sea:0.7380,serene:0.6080,snow:0.5360,water:0.7640",1250,30,3.5,18.0,39.0,2009.0,dslr,cmos,372.88,12.0,NIKON,2012-11-17 23:39:15,2012,11,6,23,569547555.0,http://www.flickr.com/photos/9932433@N04/8310231019/,415,1,NIKON+CORPORATION+NIKON+D5000,39.0
/Users/damoncrockett/Desktop/astrophotography_data/images/509361101_96a037efa1.jpg,509361101,99262805@N00,2007-05-20 05:28:52.0,Canon+EOS+20D,0.457177,51.755648,"black:0.8870,blackandwhite:0.9110,bubble:0.5440,full moon:0.8250,lunar:0.8250,monochrome:0.9140,moon:0.8250,nature:0.8250",100,4,8,135.0,25.0,2004.0,dslr,cmos,22.515,8.0,CANON,2007-05-20 05:28:52,2007,5,7,5,395990932.0,http://www.flickr.com/photos/99262805@N00/509361101/,71,0,Canon+EOS+20D,25.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4832475238_a5701a4449.jpg,4832475238,99108407@N00,2010-07-16 23:52:52.0,Panasonic+DMC-FZ7,,,"black background:0.5210,black:0.5210,full moon:0.8340,lunar:0.8410,moon:0.8410,nature:0.8410,outdoor:0.7300",100,8,3.3,72.0,7.0,2006.0,c,ccd,24.745152,6.0,PANASONIC,2010-07-16 23:52:52,2010,7,5,23,495676372.0,http://www.flickr.com/photos/99108407@N00/4832475238/,6,0,Panasonic+DMC-FZ7,7.0
/Users/damoncrockett/Desktop/astrophotography_data/images/193777284_2f9ebdbffa.jpg,193777284,99108407@N00,2006-07-19 21:30:40.0,Panasonic+DMC-FZ7,,,"abstract:0.5680,black background:0.9570,black:0.9570,blur:0.6930,circle:0.6640,fire:0.7700,flame:0.7700,full moon:0.9300,light:0.9270,lunar:0.9300,moon:0.9300,nature:0.9300,room light:0.5330,round:0.6640,streetlight:0.6610,sun:0.7820",200,0.2,3.3,24.6,7.0,2006.0,c,ccd,24.745152,6.0,PANASONIC,2006-07-19 21:30:40,2006,7,3,21,369696640.0,http://www.flickr.com/photos/99108407@N00/193777284/,87,0,Panasonic+DMC-FZ7,7.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4831867115_541f6e6cf4.jpg,4831867115,99108407@N00,2010-07-16 23:56:12.0,Panasonic+DMC-FZ7,,,"black background:0.8000,black:0.8000,fire:0.6100,flame:0.6100,full moon:0.7140,light:0.5480,lunar:0.7140,monochrome:0.9620,moon:0.7140,nature:0.7140",100,4,3.3,72.0,7.0,2006.0,c,ccd,24.745152,6.0,PANASONIC,2010-07-16 23:56:12,2010,7,5,23,495676572.0,http://www.flickr.com/photos/99108407@N00/4831867115/,4,0,Panasonic+DMC-FZ7,7.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4832476168_99008db2b5.jpg,4832476168,99108407@N00,2010-07-16 23:56:53.0,Panasonic+DMC-FZ7,,,"black background:0.9110,black:0.9140,fire:0.5510,flame:0.5510,full moon:0.7450,lunar:0.8170,monochrome:0.9800,moon:0.7960,nature:0.8170",100,2,3.3,72.0,7.0,2006.0,c,ccd,24.745152,6.0,PANASONIC,2010-07-16 23:56:53,2010,7,5,23,495676613.0,http://www.flickr.com/photos/99108407@N00/4832476168/,3,0,Panasonic+DMC-FZ7,7.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4831868085_11d0489f45.jpg,4831868085,99108407@N00,2010-07-17 00:00:05.0,Panasonic+DMC-FZ7,,,"art:0.7170,black background:0.9600,black:0.9600,fire:0.5360,flame:0.5360,full moon:0.7480,light painting:0.7170,lunar:0.8750,minimalism:0.5840,monochrome:0.9300,moon:0.8750,nature:0.8750",100,0.5,8,72.0,7.0,2006.0,c,ccd,24.745152,6.0,PANASONIC,2010-07-17 00:00:05,2010,7,6,0,495676805.0,http://www.flickr.com/photos/99108407@N00/4831868085/,7,0,Panasonic+DMC-FZ7,7.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4832475534_d057c309c7.jpg,4832475534,99108407@N00,2010-07-16 23:54:55.0,Panasonic+DMC-FZ7,,,"black background:0.7460,black:0.8180,full moon:0.7680,lunar:0.7780,monochrome:0.9570,moon:0.7780,nature:0.7780",100,8,3.3,72.0,7.0,2006.0,c,ccd,24.745152,6.0,PANASONIC,2010-07-16 23:54:55,2010,7,5,23,495676495.0,http://www.flickr.com/photos/99108407@N00/4832475534/,4,0,Panasonic+DMC-FZ7,7.0
/Users/damoncrockett/Desktop/astrophotography_data/images/3447162910_f759e74982.jpg,3447162910,99059891@N00,2009-04-16 01:01:27.0,,,,"abstract:0.5450,black background:0.7090,black:0.7090,bubble:0.5820,fireworks:0.8220,rain:0.5340,texture:0.7030",,,,,,,,,,,,2009-04-16 01:01:27,2009,4,4,1,456195687.0,http://www.flickr.com/photos/99059891@N00/3447162910/,"1,165",2,,
/Users/damoncrockett/Desktop/astrophotography_data/images/2811432897_6c4bdcf6b4.jpg,2811432897,9903155@N05,2008-08-30 23:02:34.0,,,,"black background:0.8000,black:0.8000,bubble:0.5840,fireworks:0.7360,full moon:0.5170,lunar:0.7400,monochrome:0.9480,moon:0.7400,nature:0.7400,night:0.5520,outdoor:0.9050,rain:0.5530,sun:0.6810,texture:0.6340",,,,,,,,,,,,2008-08-30 23:02:34,2008,8,6,23,436489354.0,http://www.flickr.com/photos/9903155@N05/2811432897/,84,0,,
/Users/damoncrockett/Desktop/astrophotography_data/images/9292767080_c73b2d1004.jpg,9292767080,98928069@N04,2013-07-08 00:45:25.0,Canon+EOS+1100D,,,"abstract:0.7700,art:0.5760,aurora:0.8820,black background:0.6070,black:0.6410,dusk:0.6720,ethereal:0.5620,fog:0.5870,light painting:0.5760,lunar:0.6360,minimalism:0.7610,mist:0.5270,moon:0.6360,nature:0.8820,neon light:0.5180,night:0.8800,outdoor:0.9210,quirky:0.5920,rain:0.7410,sea:0.5590,serene:0.7320,sky:0.9270,storm:0.5400,sun:0.5730,sunlight:0.5330,sunset:0.8030,surreal:0.6020,texture:0.6730,water:0.6820",6400,30,3.5,18.0,11.0,2011.0,dslr,cmos,328.56,12.0,CANON,2013-07-08 00:45:25,2013,7,1,0,589596325.0,http://www.flickr.com/photos/98928069@N04/9292767080/,333,3,Canon+EOS+1100D,17.0
/Users/damoncrockett/Desktop/astrophotography_data/images/9318201970_7314237f92.jpg,9318201970,98928069@N04,2013-07-18 23:56:21.0,Canon+EOS+1100D,,,"blur:0.8580,monochrome:0.9530,storm:0.5260,texture:0.6130",3200,30,4.5,18.0,11.0,2011.0,dslr,cmos,328.56,12.0,CANON,2013-07-18 23:56:21,2013,7,4,23,590543781.0,http://www.flickr.com/photos/98928069@N04/9318201970/,69,0,Canon+EOS+1100D,17.0
/Users/damoncrockett/Desktop/astrophotography_data/images/4285380375_38d8ac1b0c.jpg,4285380375,9891426@N06,2010-01-18 13:12:24.0,,,,"abstract:0.6350,bubble:0.8820,dewdrop:0.8750,lunar:0.9950,macro:0.7430,moon:0.9950,nature:0.9950,organic pattern:0.5880,pattern:0.5880,photomicrograph:0.7320,rain:0.6840,sport:0.8560,texture:0.7220,track:0.8560",,,,,,,,,,,,2010-01-18 13:12:24,2010,1,1,13,480172344.0,http://www.flickr.com/photos/9891426@N06/4285380375/,159,0,,
/Users/damoncrockett/Desktop/astrophotography_data/images/7011571855_eefb1cd34d.jpg,7011571855,9891426@N06,2012-03-24 13:20:25.0,,,,"abstract:0.9520,art:0.6380,aurora:0.5580,black background:0.9710,black:0.9710,bubble:0.8650,circle:0.5530,fireworks:0.6950,fractal:0.7240,light painting:0.6380,lunar:0.8250,minimalism:0.6700,moon:0.8250,nature:0.8250,neon light:0.6770,night:0.8700,pattern:0.7590,photomicrograph:0.5420,quirky:0.5930,rain:0.8410,round:0.5530,serene:0.5900,surreal:0.7080,texture:0.9490,underwater:0.5440,water:0.6580",,,,,,,,,,,,2012-03-24 13:20:25,2012,3,6,13,548947225.0,http://www.flickr.com/photos/9891426@N06/7011571855/,"2,750",9,,
/Users/damoncrockett/Desktop/astrophotography_data/images/13203537635_dbfe2c2065.jpg,13203537635,98803885@N07,2014-03-16 22:30:01.0,NIKON+CORPORATION+NIKON+D7000,,,"black background:0.9640,black:0.9640,blackandwhite:1.0000,bubble:0.6020,circle:0.8150,full moon:0.8910,lunar:0.9840,minimalism:0.8830,monochrome:0.9960,moon:0.9840,nature:0.9840,round:0.8150,satellite:0.6480",100,1%2F160,10,300.0,72.0,2010.0,dslr,cmos,370.52,16.0,NIKON,2014-03-16 22:30:01,2014,3,7,22,611361001.0,http://www.flickr.com/photos/98803885@N07/13203537635/,"2,090",27,NIKON+CORPORATION+NIKON+D7000,72.0
/Users/damoncrockett/Desktop/astrophotography_data/images/11325593405_a3d9a3c6c5.jpg,11325593405,98782839@N08,2013-12-10 17:37:58.0,Canon+EOS+60D,,,"abstract:0.6400,animal:0.5800,black background:0.9890,black:0.9890,bokeh:0.6650,depth of field:0.9070,full moon:0.8200,hands:0.5800,lunar:0.9470,minimalism:0.9340,moon:0.9470,nature:0.9470,night:0.6290,photo border:0.6450,quirky:0.6010,romantic:0.5260,satellite:0.5850,serene:0.6750,surreal:0.7330,text:0.6090,texture:0.6590,white:0.6780",320,1%2F125,7.1,300.0,93.0,2010.0,dslr,cmos,332.27,18.0,CANON,2013-12-10 17:37:58,2013,12,2,17,603049078.0,http://www.flickr.com/photos/98782839@N08/11325593405/,287,4,Canon+EOS+60D,93.0
/Users/damoncrockett/Desktop/astrophotography_data/images/2743542637_5c951d86d2.jpg,2743542637,9853214@N02,2008-08-01 10:44:25.0,Canon+EOS+40D,83.107382,54.786712,"black background:0.5920,black:0.5920,bubble:0.5940,circle:0.5630,full moon:0.7790,lunar:0.8080,moon:0.8080,nature:0.8080,photo border:0.9460,round:0.5630,sun:0.5240",200,1%2F125,5.6,50.0,65.0,2007.0,dslr,cmos,328.56,10.0,CANON,2008-08-01 10:44:25,2008,8,5,10,433939465.0,http://www.flickr.com/photos/9853214@N02/2743542637/,"1,960",6,Canon+EOS+40D,65.0
/Users/damoncrockett/Desktop/astrophotography_data/images/2813062553_fb75dfde1c.jpg,2813062553,9853214@N02,2008-08-30 22:59:41.0,Canon+EOS+40D,-16.522021,28.302869,,1600,30,2.8,17.0,65.0,2007.0,dslr,cmos,328.56,10.0,CANON,2008-08-30 22:59:41,2008,8,6,22,436489181.0,http://www.flickr.com/photos/9853214@N02/2813062553/,"4,113",6,Canon+EOS+40D,65.0
/Users/damoncrockett/Desktop/astrophotography_data/images/1826034010_9e25fa0a1c.jpg,1826034010,9853214@N02,2007-11-02 12:02:20.0,,-16.564625,28.294839,"abstract:0.8660,ancient:0.5400,animal:0.6090,art:0.7630,black background:0.9220,black:0.9220,blue:0.9220,bright:0.6880,bubble:0.5970,ceramic:0.5590,circle:0.9040,forest:0.5880,fractal:0.7610,full moon:0.5900,indoor:0.8840,jellyfish:0.6090,lamp:0.5710,lampshade:0.5710,landscape:0.5880,light:0.6880,lunar:0.8950,moon:0.8950,nature:0.8950,photomicrograph:0.5680,porcelain:0.5590,rainbow:0.5490,round:0.9060",,,,,,,,,,,,2007-11-02 12:02:20,2007,11,5,12,410356940.0,http://www.flickr.com/photos/9853214@N02/1826034010/,"6,755",30,,
/Users/damoncrockett/Desktop/astrophotography_data/images/2298035946_0d8789e908.jpg,2298035946,9853214@N02,2006-10-01 00:00:00.0,,-1.443521,39.539693,"art:0.6040,black background:0.9410,black:0.9410,blur:0.5520,bubble:0.5620,full moon:0.6920,indoor:0.5290,light painting:0.6040,lunar:0.8730,moon:0.8730,nature:0.8730,text:0.6840",,,,,,,,,,,,2006-10-01 00:00:00,2006,10,7,0,376012800.0,http://www.flickr.com/photos/9853214@N02/2298035946/,"9,078",14,,
/Users/damoncrockett/Desktop/astrophotography_data/images/2297242391_b3baeef192.jpg,2297242391,9853214@N02,2006-06-01 00:00:00.0,,-16.564625,28.294839,"abstract:0.7240,aurora:0.7070,black background:0.9280,black:0.9280,bonfire:0.5010,bubble:0.5170,fire:0.5010,fireworks:0.8440,lunar:0.8360,moon:0.8360,nature:0.8360,night:0.5070,outdoor:0.7700,rain:0.6540,sun:0.5960,texture:0.8060",,,,,,,,,,,,2006-06-01 00:00:00,2006,6,4,0,365472000.0,http://www.flickr.com/photos/9853214@N02/2297242391/,"31,001",19,,
/Users/damoncrockett/Desktop/astrophotography_data/images/2297242359_e118a9647e.jpg,2297242359,9853214@N02,2006-01-01 00:00:00.0,,-16.459214,28.433902,"indoor:0.8260,monochrome:0.9450",,,,,,,,,,,,2006-01-01 00:00:00,2006,1,7,0,352425600.0,http://www.flickr.com/photos/9853214@N02/2297242359/,"1,516",0,,
/Users/damoncrockett/Desktop/astrophotography_data/images/2119610455_52b96d9830.jpg,2119610455,9853214@N02,2007-12-02 02:36:56.0,Canon+EOS+300D+DIGITAL,-16.564625,28.294839,"art:0.5430,aurora:0.5980,green:0.8880,light painting:0.5430,nature:0.5980,outdoor:0.9300",800,40,4,12.0,8.0,2003.0,dslr,cmos,342.77,6.0,CANON,2007-12-02 02:36:56,2007,12,7,2,412915016.0,http://www.flickr.com/photos/9853214@N02/2119610455/,"1,542",4,Canon+EOS+300D+DIGITAL,37.0
/Users/damoncrockett/Desktop/astrophotography_data/images/2635173420_bd327e5130.jpg,2635173420,9853214@N02,2008-06-27 23:41:17.0,Canon+EOS+40D,-16.510959,28.301452,"cloud:0.5200,dusk:0.5530,outdoor:0.6710,photo border:0.9350,sky:0.9110,sun:0.6260",1600,20,2.8,17.0,65.0,2007.0,dslr,cmos,328.56,10.0,CANON,2008-06-27 23:41:17,2008,6,5,23,430962077.0,http://www.flickr.com/photos/9853214@N02/2635173420/,"3,041",5,Canon+EOS+40D,65.0
/Users/damoncrockett/Desktop/astrophotography_data/images/2638632491_05da0f7d6e.jpg,2638632491,9853214@N02,2008-07-05 00:40:38.0,Canon+EOS+40D,-16.564625,28.294839,"black:0.5640,dusk:0.5050,full moon:0.5480,lunar:0.5480,moon:0.5480,nature:0.5480,night:0.5220,photo border:0.9510,storm:0.5500",800,25,2.8,17.0,65.0,2007.0,dslr,cmos,328.56,10.0,CANON,2008-07-05 00:40:38,2008,7,6,0,431570438.0,http://www.flickr.com/photos/9853214@N02/2638632491/,"2,082",1,Canon+EOS+40D,65.0
/Users/damoncrockett/Desktop/astrophotography_data/images/2145956121_6f3b890d2d.jpg,2145956121,9853214@N02,2007-03-03 21:13:44.0,Canon+EOS+300D+DIGITAL,-16.501164,28.306534,"abstract:0.8130,ancient:0.6330,animal:0.7730,black background:0.9540,black:0.9540,circle:0.8250,fire:0.6940,flame:0.6940,food:0.6610,forest:0.6040,fractal:0.5850,full moon:0.8950,jellyfish:0.7730,landscape:0.6040,lunar:1.0000,moon:1.0000,nature:1.0000,round:0.8250,satellite:0.5250,sun:0.7100,texture:0.5730",100,1%2F320,,,8.0,2003.0,dslr,cmos,342.77,6.0,CANON,2007-03-03 21:13:44,2007,3,6,21,389308424.0,http://www.flickr.com/photos/9853214@N02/2145956121/,"7,835",133,Canon+EOS+300D+DIGITAL,37.0
/Users/damoncrockett/Desktop/astrophotography_data/images/2322388710_c3066e7615.jpg,2322388710,9853214@N02,2008-03-09 01:47:14.0,Canon+EOS+40D,-16.630833,28.223292,"night:0.5280,photo border:0.9400",200,2435,8,18.0,65.0,2007.0,dslr,cmos,328.56,10.0,CANON,2008-03-09 01:47:14,2008,3,7,1,421379234.0,http://www.flickr.com/photos/9853214@N02/2322388710/,"1,645",5,Canon+EOS+40D,65.0
