lon,lat,ISO,size,make,secpast,views,type,x,y
-3.376579,56.354694,800,367.35,NIKON,322702462.0,1286,dslr,20.0,40.0
-3.376579,56.354694,800,367.35,NIKON,322703445.0,335,dslr,23.0,39.0
-3.376579,56.354694,800,367.35,NIKON,322702300.0,391,dslr,22.0,39.0
-5.118192,54.840205,1600,366.6,SONY,609889628.0,4624,mrls,20.0,41.0
-3.442006,56.390625,100,372.88,NIKON,395965926.0,334,dslr,24.0,38.0
-3.442006,56.390625,100,372.88,NIKON,395965796.0,348,dslr,25.0,36.0
-3.379497,56.368102,800,367.35,NIKON,322704669.0,287,dslr,26.0,35.0
-4.985904,57.264796,400,372.88,NIKON,408605338.0,386,dslr,21.0,40.0
-4.216003,57.359983,800,332.27,CANON,498184079.0,626,dslr,20.0,40.0
-4.985904,57.264796,800,372.88,NIKON,408606200.0,551,dslr,22.0,39.0
-4.983083,57.265736,125,372.88,NIKON,396648475.0,246,dslr,27.0,34.0
-4.985904,57.264796,800,372.88,NIKON,408605745.0,314,dslr,26.0,35.0
-3.376579,56.354694,400,367.35,NIKON,322702543.0,5235,dslr,26.0,35.0
-122.252357,37.812976,64,24.745152,OLYMPUS,427766939.0,112,c,23.0,38.0
-75.072627,38.357036,800,332.27,CANON,538560438.0,978,dslr,23.0,39.0
-75.072627,38.357036,400,332.27,CANON,538560950.0,233,dslr,24.0,37.0
-77.051711,38.959692,100,332.27,CANON,501767157.0,848,dslr,26.0,36.0
-75.072627,38.357036,400,332.27,CANON,538561635.0,344,dslr,25.0,37.0
-75.072627,38.357036,400,332.27,CANON,538561496.0,553,dslr,24.0,38.0
-75.072627,38.357036,400,332.27,CANON,538560796.0,1011,dslr,24.0,38.0
-75.072627,38.357036,400,332.27,CANON,538561333.0,604,dslr,25.0,37.0
-75.072627,38.357036,400,332.27,CANON,538561450.0,254,dslr,22.0,39.0
-75.072627,38.357036,400,332.27,CANON,538561913.0,300,dslr,24.0,38.0
-75.072627,38.357036,400,332.27,CANON,538561913.0,282,dslr,27.0,20.0
6.782333,43.546333,2200,368.16,NIKON,592614866.0,123,dslr,33.0,13.0
6.782333,43.546333,560,368.16,NIKON,592614694.0,114,dslr,34.0,2.0
6.782333,43.546333,560,368.16,NIKON,592614048.0,115,dslr,34.0,28.0
6.782333,43.546333,100,368.16,NIKON,592613824.0,111,dslr,34.0,28.0
6.782333,43.546333,2200,368.16,NIKON,592615279.0,120,dslr,7.0,29.0
6.782333,43.546333,360,368.16,NIKON,592614237.0,105,dslr,7.0,29.0
6.782333,43.546333,2200,368.16,NIKON,592615488.0,157,dslr,24.0,8.0
-3.193502,51.907107,3200,332.27,CANON,563497717.0,164,dslr,29.0,8.0
-3.193502,51.907107,3200,332.27,CANON,563493209.0,184,dslr,31.0,8.0
-0.3291,51.065181,800,332.27,CANON,570675646.0,2161,dslr,32.0,32.0
-3.193502,51.907107,3200,332.27,CANON,563408052.0,222,dslr,32.0,32.0
-3.193502,51.907107,3200,332.27,CANON,563497590.0,226,dslr,40.0,15.0
-3.193502,51.907107,3200,332.27,CANON,563408368.0,229,dslr,41.0,14.0
-0.326843,51.068153,400,332.27,CANON,572825711.0,926,dslr,27.0,20.0
-3.193502,51.907107,3200,332.27,CANON,563493512.0,193,dslr,12.0,8.0
-3.193502,51.907107,3200,332.27,CANON,563408181.0,286,dslr,12.0,8.0
-3.193502,51.907107,3200,332.27,CANON,563408287.0,212,dslr,12.0,8.0
-3.193502,51.907107,3200,332.27,CANON,563493118.0,178,dslr,12.0,8.0
-3.193502,51.907107,2500,332.27,CANON,563405079.0,251,dslr,12.0,8.0
-3.193502,51.907107,6400,332.27,CANON,563497960.0,225,dslr,12.0,8.0
-121.850996,36.287456,400,22.515,CANON,387843346.0,480,dslr,5.0,21.0
-121.850996,36.287456,200,22.515,CANON,387842356.0,215,dslr,13.0,21.0
-3.897614,50.284266,5000,332.27,CANON,592702117.0,1109,dslr,43.0,32.0
-3.896542,50.281386,2500,332.27,CANON,593045875.0,736,dslr,43.0,32.0
-3.897781,50.284452,12800,332.27,CANON,592702690.0,1862,dslr,43.0,32.0
-3.897614,50.284266,12800,332.27,CANON,592703945.0,1019,dslr,43.0,32.0
-3.896542,50.281386,5000,332.27,CANON,593044000.0,1023,dslr,43.0,32.0
-3.896542,50.281386,5000,332.27,CANON,593044369.0,543,dslr,43.0,32.0
-3.905854,50.284074,2500,332.27,CANON,593045964.0,854,dslr,43.0,32.0
-3.897614,50.284266,5000,332.27,CANON,592700741.0,993,dslr,43.0,32.0
-3.896542,50.281386,5000,332.27,CANON,593044481.0,890,dslr,18.0,24.0
-3.896542,50.281386,2500,332.27,CANON,593042651.0,568,dslr,48.0,25.0
-110.088887,38.572821,3200,365.04,SONY,553046470.0,133,dslr,48.0,25.0
-110.088887,38.572821,3200,365.04,SONY,553047762.0,164,dslr,1.0,26.0
-110.088887,38.572821,3200,365.04,SONY,553400099.0,205,dslr,27.0,43.0
-110.088887,38.572821,3200,365.04,SONY,553406800.0,611,dslr,7.0,27.0
-110.088887,38.572821,3200,365.04,SONY,553411041.0,150,dslr,5.0,30.0
-110.088887,38.572821,3200,365.04,SONY,553408257.0,1562,dslr,10.0,25.0
-110.088887,38.572821,3200,365.04,SONY,553406809.0,658,dslr,5.0,30.0
-110.088887,38.572821,3200,365.04,SONY,553392153.0,670,dslr,14.0,34.0
-110.088887,38.572821,3200,365.04,SONY,553303153.0,154,dslr,8.0,27.0
-110.088887,38.572821,3200,365.04,SONY,553064464.0,263,dslr,14.0,34.0
-110.088887,38.572821,3200,365.04,SONY,553050450.0,267,dslr,14.0,34.0
-110.088887,38.572821,3200,365.04,SONY,553047210.0,148,dslr,8.0,27.0
-110.088887,38.572821,3200,365.04,SONY,553313637.0,95,dslr,7.0,27.0
-78.571954,38.59721,3200,365.04,SONY,554428483.0,178,dslr,10.0,25.0
-111.295623,39.283293,200,367.35,NIKON,394941428.0,1264,dslr,9.0,26.0
-111.295623,39.283293,200,367.35,NIKON,394939619.0,1520,dslr,9.0,28.0
-111.295623,39.283293,200,367.35,NIKON,395197535.0,14069,dslr,13.0,23.0
-111.295623,39.283293,200,367.35,NIKON,395022096.0,707,dslr,10.0,29.0
-77.129516,44.166444,200,367.35,NIKON,398915049.0,598,dslr,10.0,29.0
-92.600948,40.17887,640,368.16,NIKON,566088482.0,78,dslr,10.0,29.0
-92.600948,40.17887,500,368.16,NIKON,566086945.0,69,dslr,10.0,29.0
-92.600948,40.17887,400,368.16,NIKON,566088263.0,66,dslr,10.0,29.0
-92.600948,40.17887,400,368.16,NIKON,566088393.0,66,dslr,12.0,8.0
-92.600948,40.17887,500,368.16,NIKON,566087242.0,65,dslr,12.0,8.0
-92.600948,40.17887,500,368.16,NIKON,566087340.0,70,dslr,12.0,8.0
-92.600948,40.17887,500,368.16,NIKON,566087048.0,71,dslr,12.0,8.0
-92.600948,40.17887,500,368.16,NIKON,566087129.0,70,dslr,12.0,8.0
12.09732,43.99956,800,328.56,CANON,534457263.0,605,dslr,24.0,14.0
12.156929,44.043658,100,328.56,CANON,524525842.0,2717,dslr,32.0,37.0
11.978573,43.928808,1600,368.16,NIKON,556156285.0,1470,dslr,38.0,19.0
11.979753,43.939717,5000,368.16,NIKON,589419491.0,1383,dslr,8.0,27.0
11.979732,43.939748,5000,368.16,NIKON,589424495.0,1643,dslr,10.0,22.0
11.980719,43.940725,100,328.56,CANON,434067089.0,1288,dslr,6.0,23.0
-70.593203,43.165204,200,367.35,NIKON,416773333.0,1172,dslr,21.0,19.0
-70.593203,43.165204,1600,367.35,NIKON,416780042.0,4335,dslr,23.0,17.0
-70.593203,43.165204,200,367.35,NIKON,416769844.0,580,dslr,28.0,19.0
-89.490337,39.130559,64,24.745152,OLYMPUS,386182233.0,1913,c,20.0,19.0
-67.81637,-22.262612,1600,328.56,CANON,560548636.0,1086,dslr,26.0,15.0
-158.029607,21.306147,1600,366.6,SONY,592696834.0,4941,dslr,41.0,14.0
-158.022998,21.307887,1600,366.6,SONY,590027992.0,1407,dslr,42.0,8.0
-157.991745,21.314483,1600,366.6,SONY,591571868.0,1185,dslr,19.0,16.0
12.606725,55.673518,1000,864.0,CANON,534461578.0,748,dslr,20.0,19.0
-0.558757,53.804604,900,864.0,NIKON,543710596.0,389,dslr,34.0,44.0
-122.719173,38.482619,800,864.0,CANON,603351600.0,17677,dslr,27.0,5.0
21.456539,51.478599,640,372.88,NIKON,552601710.0,4346,dslr,26.0,6.0
-68.201242,44.390227,200,17.9463,APPLE,597700267.0,220,phone,26.0,5.0
-47.283337,-22.787081,100,28.0735,SONY,588367796.0,311,b,26.0,5.0
-47.28327,-22.787139,100,28.0735,SONY,595448834.0,234,b,25.0,9.0
-46.577342,-22.428873,100,28.0735,SONY,587153244.0,248,b,6.0,23.0
-46.577375,-22.429087,250,28.0735,SONY,597369181.0,252,b,39.0,7.0
-47.283317,-22.787117,320,28.0735,SONY,589332101.0,529,b,39.0,7.0
-47.282814,-22.772153,100,28.0735,SONY,587240456.0,284,b,36.0,8.0
39.179053,44.008272,1600,332.27,CANON,561078227.0,1904,dslr,34.0,20.0
-16.56562,28.296039,100,332.27,CANON,505617721.0,673,dslr,36.0,8.0
17.694994,59.052165,1600,864.0,CANON,613002202.0,169,dslr,36.0,8.0
17.69523,59.05201,640,864.0,CANON,613002044.0,117,dslr,36.0,8.0
-3.980827,31.184021,250,337.5,CANON,413503305.0,2673,dslr,35.0,10.0
-60.724105,-31.655064,400,28.0735,PANASONIC,573772261.0,1071,b,36.0,8.0
-60.724086,-31.655028,200,28.0735,PANASONIC,571966520.0,1503,b,36.0,8.0
-60.70326,-31.618085,400,28.0735,PANASONIC,557097718.0,2706,b,32.0,45.0
-60.687457,-31.638676,100,28.0735,PANASONIC,595018273.0,1988,b,19.0,25.0
-79.326843,43.691238,400,328.56,CANON,614051397.0,229,dslr,17.0,28.0
-81.377856,44.495798,800,328.56,CANON,561936537.0,55,dslr,17.0,27.0
-110.463409,45.484447,800,372.88,NIKON,527815021.0,814,dslr,17.0,27.0
-110.490875,45.662886,800,372.88,NIKON,498264161.0,1499,dslr,17.0,28.0
-110.582714,45.510978,200,372.88,NIKON,524447664.0,1750,dslr,17.0,27.0
10.515396,59.951222,400,864.0,CANON,513220920.0,454,dslr,19.0,31.0
10.515396,59.951222,400,864.0,CANON,513220963.0,737,dslr,22.0,33.0
10.515396,59.951222,400,864.0,CANON,513220798.0,307,dslr,29.0,44.0
10.515396,59.951222,400,864.0,CANON,513220872.0,971,dslr,32.0,45.0
-88.337266,46.69296,1600,337.5,CANON,490275498.0,1469,dslr,28.0,43.0
-88.63174,47.23411,1000,337.5,CANON,469286620.0,788,dslr,31.0,45.0
-88.63174,47.23411,1600,337.5,CANON,469286030.0,662,dslr,31.0,45.0
-88.63174,47.23411,1000,337.5,CANON,469287390.0,477,dslr,28.0,43.0
-88.337266,46.69296,1250,337.5,CANON,490276541.0,1073,dslr,28.0,43.0
-88.337266,46.69296,1250,337.5,CANON,490277047.0,1125,dslr,15.0,2.0
-88.63174,47.23411,1600,337.5,CANON,469286150.0,529,dslr,31.0,45.0
-87.293071,30.328082,1250,332.27,CANON,500495631.0,139,dslr,15.0,2.0
-87.320516,30.430136,200,332.27,CANON,493771223.0,510,dslr,27.0,43.0
-87.293114,30.328045,1600,332.27,CANON,500508646.0,205,dslr,32.0,45.0
-87.293114,30.327842,1250,332.27,CANON,500507122.0,1868,dslr,32.0,45.0
-87.292943,30.328397,1250,332.27,CANON,500506820.0,497,dslr,31.0,45.0
-87.321014,30.430614,100,332.27,CANON,516824519.0,490,dslr,28.0,43.0
-88.854289,33.442041,100,332.27,CANON,555270414.0,2685,dslr,28.0,15.0
-88.846773,33.435004,800,332.27,CANON,579466747.0,1205,dslr,42.0,7.0
-110.848976,32.325399,80,24.745152,CANON,437347928.0,2018,c,13.0,21.0
-88.812881,33.4659,100,332.27,CANON,555270140.0,1574,dslr,20.0,9.0
-71.214057,42.434951,1600,864.0,CANON,454840422.0,744,dslr,21.0,16.0
-71.214057,42.434951,1600,864.0,CANON,454840422.0,856,dslr,21.0,16.0
-78.516207,45.577304,2000,370.52,NIKON,548720363.0,380,dslr,8.0,16.0
-78.516207,45.577304,1600,370.52,NIKON,548718901.0,336,dslr,19.0,33.0
-78.516207,45.577304,3200,370.52,NIKON,548720132.0,675,dslr,10.0,20.0
12.686333,50.803331,800,44.8692,OLYMPUS,539047761.0,63,c,7.0,16.0
12.686333,50.803331,800,44.8692,OLYMPUS,539047890.0,69,c,1.0,23.0
12.686333,50.803331,800,44.8692,OLYMPUS,539226425.0,140,c,7.0,16.0
-80.446314,43.422629,400,367.35,NIKON,429838049.0,565,dslr,1.0,23.0
-120.724575,46.951133,1600,372.88,NIKON,528431677.0,751,dslr,1.0,23.0
-120.724575,46.951133,1600,372.88,NIKON,528431677.0,94,dslr,1.0,23.0
-120.724575,46.951133,400,372.88,NIKON,528349616.0,86,dslr,6.0,16.0
-120.724575,46.951133,1600,372.88,NIKON,528430866.0,73,dslr,6.0,16.0
-123.965094,45.885328,3200,864.0,CANON,597278532.0,7610,dslr,10.0,16.0
-0.71381,51.657808,200,366.6,SONY,532213681.0,90,dslr,1.0,23.0
-0.713964,51.656747,400,366.6,SONY,542671522.0,143,dslr,10.0,15.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146829.0,589,c,9.0,15.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146691.0,254,c,12.0,17.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410236668.0,94,c,10.0,15.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146861.0,235,c,8.0,16.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146829.0,792,c,2.0,23.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410147124.0,218,c,10.0,18.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410147020.0,202,c,17.0,24.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410147189.0,242,c,10.0,15.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146735.0,218,c,11.0,16.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146760.0,239,c,10.0,16.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146878.0,247,c,10.0,15.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410236710.0,245,c,14.0,32.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410147206.0,217,c,9.0,16.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146633.0,94,c,9.0,16.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410146784.0,249,c,9.0,16.0
-1.10522,52.612898,1600,25.0,FUJIFILM,410236393.0,235,c,8.0,16.0
-74.074147,4.627971,1600,328.56,CANON,526774805.0,254,dslr,9.0,16.0
153.028789,-27.503798,800,328.56,CANON,437422964.0,234,dslr,8.0,16.0
175.041646,-36.803031,400,332.27,CANON,565910924.0,44,dslr,9.0,16.0
175.041646,-36.803031,800,332.27,CANON,565910710.0,40,dslr,10.0,15.0
174.758834,-36.851032,800,332.27,CANON,558914595.0,39,dslr,10.0,15.0
175.041646,-36.803031,400,332.27,CANON,565911139.0,34,dslr,1.0,24.0
175.041646,-36.803031,400,332.27,CANON,565911013.0,32,dslr,1.0,24.0
174.758834,-36.851032,400,332.27,CANON,558914152.0,40,dslr,1.0,24.0
175.041646,-36.803031,800,332.27,CANON,565910580.0,39,dslr,1.0,24.0
175.041646,-36.803031,400,332.27,CANON,565911387.0,51,dslr,1.0,24.0
175.041646,-36.803031,400,332.27,CANON,565911307.0,55,dslr,11.0,15.0
11.787042,45.645293,400,332.27,CANON,523753797.0,136,dslr,2.0,24.0
15.495046,47.066986,100,328.56,CANON,508877252.0,284,dslr,48.0,19.0
-3.636762,40.549896,100,328.56,CANON,425361948.0,1457,dslr,32.0,15.0
-3.636761,40.549896,400,328.56,CANON,427609851.0,175,dslr,34.0,13.0
-3.636761,40.549896,100,328.56,CANON,427609791.0,380,dslr,17.0,13.0
-122.404893,37.79995,80,41.5152,CANON,555273752.0,838,c,34.0,28.0
-77.442628,38.766761,400,328.56,CANON,496379653.0,106,dslr,34.0,28.0
-77.444009,38.767311,400,328.56,CANON,527030327.0,30,dslr,34.0,28.0
-77.063813,38.864806,100,328.56,CANON,593730308.0,185,dslr,32.0,41.0
-77.063813,38.864806,100,328.56,CANON,593730261.0,178,dslr,32.0,41.0
-77.0449,38.867988,400,328.56,CANON,586213025.0,96,dslr,34.0,44.0
-77.063813,38.864806,100,328.56,CANON,593730133.0,412,dslr,6.0,36.0
-75.156059,19.89278,1600,328.56,CANON,472246813.0,90,dslr,33.0,6.0
-75.156059,19.89278,1600,328.56,CANON,472246823.0,39,dslr,30.0,9.0
-75.156059,19.89278,1600,328.56,CANON,472246844.0,44,dslr,28.0,22.0
-75.156059,19.89278,1600,328.56,CANON,472246912.0,95,dslr,30.0,9.0
-75.156059,19.89278,1600,328.56,CANON,472247010.0,42,dslr,31.0,13.0
-75.156059,19.89278,1600,328.56,CANON,472247968.0,40,dslr,32.0,6.0
-77.442628,38.766761,400,328.56,CANON,496529249.0,150,dslr,29.0,15.0
-77.063813,38.864806,100,328.56,CANON,593729412.0,112,dslr,32.0,6.0
-75.117387,19.920341,800,328.56,CANON,471909750.0,73,dslr,32.0,18.0
-75.156059,19.89278,400,328.56,CANON,472246452.0,76,dslr,7.0,19.0
-75.117387,19.920341,1600,328.56,CANON,471910664.0,41,dslr,31.0,10.0
-80.092598,26.247447,400,332.27,CANON,551738070.0,1441,dslr,31.0,9.0
-80.096367,26.192366,100,332.27,CANON,550101652.0,307,dslr,26.0,15.0
-80.096367,26.192366,400,332.27,CANON,550100973.0,975,dslr,31.0,9.0
-80.095092,26.19118,400,332.27,CANON,552611659.0,379,dslr,32.0,6.0
-80.096367,26.192366,400,332.27,CANON,550101429.0,1146,dslr,32.0,19.0
-80.095092,26.19118,100,332.27,CANON,552612006.0,266,dslr,27.0,15.0
-80.096367,26.192366,100,332.27,CANON,550100693.0,254,dslr,28.0,22.0
-80.095092,26.19118,100,332.27,CANON,552609833.0,208,dslr,32.0,6.0
-80.096367,26.192366,400,332.27,CANON,550094412.0,269,dslr,31.0,14.0
-80.096367,26.192366,100,332.27,CANON,550097328.0,222,dslr,29.0,15.0
-80.096367,26.192366,100,332.27,CANON,550100181.0,867,dslr,32.0,18.0
-123.997449,40.136414,1600,337.5,CANON,604475004.0,12031,dslr,31.0,9.0
-0.712909,50.865561,800,337.5,CANON,585958112.0,5124,dslr,32.0,18.0
-123.997449,40.136685,100,328.56,CANON,604474130.0,4354,dslr,33.0,11.0
-123.999445,40.137103,1600,337.5,CANON,604310766.0,5004,dslr,32.0,18.0
-117.618598,33.604182,100,328.56,CANON,554591665.0,237,dslr,31.0,15.0
-117.610359,33.611188,100,328.56,CANON,554591443.0,94,dslr,32.0,6.0
-85.388091,35.556686,1600,372.88,NIKON,566522223.0,359,dslr,30.0,9.0
-90.81169,46.621287,800,22.515,CANON,371968077.0,22204,dslr,40.0,14.0
-3.056659,53.811902,800,864.0,CANON,579554471.0,543,dslr,33.0,11.0
-3.056488,53.806327,25600,864.0,CANON,581477299.0,536,dslr,31.0,9.0
-3.054084,53.812855,800,864.0,CANON,584833158.0,1065,dslr,33.0,6.0
-3.056831,53.811852,6400,864.0,CANON,579554232.0,575,dslr,28.0,22.0
-3.056573,53.811852,12800,864.0,CANON,579556036.0,459,dslr,31.0,13.0
-3.056745,53.811953,12800,864.0,CANON,579556112.0,476,dslr,32.0,30.0
-3.055572,53.812409,12800,864.0,CANON,582516106.0,1124,dslr,32.0,17.0
-3.056831,53.811902,25600,864.0,CANON,579555305.0,974,dslr,32.0,6.0
7.351072,45.020859,640,372.88,NIKON,577154718.0,945,dslr,31.0,9.0
6.445026,43.831028,800,372.88,NIKON,591322907.0,2685,dslr,32.0,18.0
7.241545,45.430223,800,372.88,NIKON,546573649.0,1664,dslr,33.0,6.0
7.163768,45.458073,3200,372.88,NIKON,546575775.0,1030,dslr,30.0,9.0
7.199349,45.301093,640,372.88,NIKON,604895696.0,3902,dslr,32.0,18.0
-116.888779,32.859547,233,24.745152,CANON,472752607.0,663,c,32.0,18.0
-112.136936,40.233411,200,328.56,CANON,403239483.0,215,dslr,32.0,18.0
11.76315,55.083183,1250,332.27,CANON,594856494.0,262,dslr,12.0,10.0
11.76315,55.083183,1250,332.27,CANON,594855251.0,240,dslr,32.0,6.0
11.772966,55.223291,1000,332.27,CANON,602538075.0,349,dslr,18.0,24.0
11.763161,55.083166,1250,332.27,CANON,594855851.0,218,dslr,12.0,8.0
11.76315,55.083183,1250,332.27,CANON,594855439.0,223,dslr,12.0,8.0
-97.756175,32.236471,400,332.27,CANON,561076845.0,132,dslr,12.0,8.0
-97.756175,32.236471,400,332.27,CANON,561077777.0,130,dslr,49.0,11.0
-97.756175,32.236471,3200,332.27,CANON,561075253.0,184,dslr,46.0,14.0
-97.756175,32.236471,400,332.27,CANON,561076909.0,158,dslr,49.0,11.0
-97.756175,32.236471,400,332.27,CANON,561077679.0,155,dslr,49.0,11.0
-97.756175,32.236471,400,332.27,CANON,561077748.0,213,dslr,27.0,4.0
-97.756175,32.236471,100,332.27,CANON,561075193.0,64,dslr,39.0,12.0
-97.756175,32.236471,400,332.27,CANON,561077580.0,162,dslr,17.0,6.0
-97.756175,32.236471,400,332.27,CANON,561077489.0,208,dslr,31.0,14.0
-97.756175,32.236471,800,332.27,CANON,561076686.0,126,dslr,17.0,6.0
-97.756175,32.236471,400,332.27,CANON,561076949.0,198,dslr,41.0,11.0
-97.756175,32.236471,800,332.27,CANON,561076775.0,163,dslr,21.0,9.0
-97.756175,32.236471,400,332.27,CANON,561077382.0,167,dslr,34.0,44.0
1.444434,51.374707,400,328.56,CANON,384800594.0,1865,dslr,47.0,15.0
-105.900135,40.122289,1600,328.56,CANON,477971252.0,11212,dslr,6.0,21.0
-105.920745,40.008132,400,342.77,CANON,403236442.0,772,dslr,6.0,21.0
-106.169692,39.934247,1600,328.56,CANON,594509278.0,3340,dslr,9.0,22.0
-105.776528,39.79829,1600,332.27,CANON,523060383.0,3409,dslr,7.0,28.0
-104.2764,40.654751,5000,370.52,NIKON,605028114.0,1969,dslr,40.0,3.0
-121.365623,42.527025,4000,861.6,NIKON,594336194.0,2285,dslr,30.0,26.0
-0.319762,51.53742,200,332.27,CANON,572833043.0,622,dslr,40.0,3.0
-70.72937,-33.749801,180,355.74,NIKON,544733015.0,710,dslr,40.0,3.0
-70.72937,-33.749801,400,355.74,NIKON,544764719.0,307,dslr,41.0,4.0
-70.72937,-33.749801,100,355.74,NIKON,544768277.0,516,dslr,40.0,5.0
-70.72937,-33.749801,1600,355.74,NIKON,544681257.0,715,dslr,40.0,5.0
-21.924762,64.129259,100,332.27,CANON,501546091.0,516,dslr,41.0,4.0
3.062267,41.807916,200,372.88,NIKON,521850024.0,98,dslr,20.0,16.0
-5.150742,50.390134,125,41.5152,CANON,550185996.0,154,c,21.0,19.0
-120.932693,43.836159,800,864.0,CANON,448570448.0,306,dslr,38.0,3.0
-120.932693,43.836159,800,864.0,CANON,448567800.0,657,dslr,38.0,3.0
-121.477718,45.676981,800,864.0,CANON,505169169.0,1148,dslr,26.0,9.0
77.123079,28.736054,800,328.56,CANON,524533233.0,189,dslr,26.0,9.0
-106.653213,35.082059,100,328.56,CANON,466181280.0,268,dslr,26.0,9.0
174.810075,-41.337106,3200,366.6,SONY,546733731.0,7560,mrls,35.0,30.0
-72.717669,44.36097,2000,370.52,NIKON,587173299.0,2434,dslr,27.0,6.0
103.920107,1.302454,1000,372.09,PENTAX,603421154.0,1496,dslr,20.0,16.0
-2.994235,56.460907,800,357.28,NIKON,567658036.0,155,dslr,21.0,18.0
10.524151,59.89025,3200,372.88,NIKON,526838579.0,459,dslr,25.0,10.0
125.448183,24.730977,800,372.09,PENTAX,563487306.0,349,dslr,25.0,10.0
124.141033,24.402247,1600,372.09,PENTAX,593153462.0,176,dslr,25.0,10.0
125.448157,24.730963,800,372.09,PENTAX,563487691.0,293,dslr,23.0,20.0
139.13975,34.892272,6400,372.09,PENTAX,604906853.0,143,dslr,25.0,10.0
124.141055,24.402252,1600,372.09,PENTAX,593152990.0,196,dslr,23.0,21.0
151.08255,-34.131748,3200,332.27,CANON,518670978.0,5044,dslr,25.0,10.0
151.08255,-34.131748,3200,332.27,CANON,518672196.0,12996,dslr,20.0,16.0
151.08255,-34.131748,800,332.27,CANON,553836855.0,6366,dslr,23.0,20.0
139.688415,35.617116,1000,368.16,NIKON,553937877.0,202,dslr,22.0,20.0
5.926952,48.998563,3200,332.27,CANON,539888605.0,463,dslr,22.0,20.0
5.926952,48.998563,3200,332.27,CANON,539888660.0,449,dslr,20.0,16.0
0.049631,51.46509,100,332.27,CANON,555624456.0,1220,dslr,25.0,10.0
0.202946,51.368752,800,332.27,CANON,555640380.0,544,dslr,20.0,16.0
0.202946,51.368752,800,332.27,CANON,555640498.0,5959,dslr,20.0,16.0
-0.000236,51.476802,400,332.27,CANON,547411827.0,646,dslr,25.0,10.0
-0.000418,51.476959,800,332.27,CANON,547415740.0,783,dslr,47.0,15.0
-0.000622,51.476949,100,332.27,CANON,547416796.0,287,dslr,27.0,11.0
0.049631,51.46509,400,332.27,CANON,546633764.0,897,dslr,47.0,16.0
0.202968,51.368746,800,332.27,CANON,547166559.0,864,dslr,3.0,30.0
0.202946,51.368752,1600,332.27,CANON,551398471.0,496,dslr,25.0,4.0
0.202946,51.368752,1600,332.27,CANON,551398714.0,316,dslr,47.0,25.0
0.202946,51.368752,1600,332.27,CANON,551398501.0,384,dslr,47.0,26.0
0.202946,51.368752,1600,332.27,CANON,551398817.0,162,dslr,27.0,44.0
0.202946,51.368752,1600,332.27,CANON,551398920.0,237,dslr,4.0,27.0
0.202946,51.368752,1600,332.27,CANON,551399341.0,157,dslr,1.0,27.0
-0.000203,51.476759,100,332.27,CANON,547414996.0,162,dslr,1.0,27.0
0.202946,51.368752,800,332.27,CANON,555641547.0,987,dslr,1.0,27.0
0.049631,51.46509,400,332.27,CANON,555630977.0,506,dslr,1.0,27.0
-0.000278,51.476795,400,332.27,CANON,547415226.0,214,dslr,0.0,25.0
-0.000729,51.477093,100,332.27,CANON,547416773.0,202,dslr,12.0,34.0
-4.015245,50.847681,1600,332.27,CANON,564871449.0,571,dslr,1.0,27.0
-4.015245,50.847681,1600,332.27,CANON,564871449.0,1502,dslr,1.0,27.0
-4.015245,50.847681,1600,332.27,CANON,564871335.0,1350,dslr,1.0,27.0
-4.015245,50.847681,1600,332.27,CANON,564871390.0,373,dslr,1.0,27.0
-4.015245,50.847681,1600,332.27,CANON,564871419.0,488,dslr,1.0,27.0
-4.015245,50.847681,1600,332.27,CANON,564871476.0,944,dslr,2.0,27.0
-0.000557,51.476999,200,332.27,CANON,549228259.0,289,dslr,1.0,27.0
-0.000557,51.477881,100,332.27,CANON,548621873.0,197,dslr,13.0,20.0
-0.000557,51.477881,100,332.27,CANON,548621796.0,237,dslr,13.0,20.0
0.201272,51.367587,1600,332.27,CANON,551398639.0,285,dslr,17.0,24.0
0.201144,51.367788,800,332.27,CANON,551399999.0,599,dslr,14.0,21.0
0.201015,51.367895,800,332.27,CANON,551401193.0,636,dslr,13.0,21.0
0.202946,51.368752,800,332.27,CANON,551399394.0,2608,dslr,47.0,18.0
0.201015,51.367895,1600,332.27,CANON,535838044.0,356,dslr,10.0,19.0
-0.000557,51.476999,400,332.27,CANON,547415328.0,111,dslr,12.0,34.0
-4.015245,50.847681,100,332.27,CANON,565211549.0,711,dslr,32.0,25.0
-4.015245,50.847681,100,332.27,CANON,565211626.0,486,dslr,32.0,25.0
